,DateTime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
145,2011-01-25 00:00:00+00:00,24.65,24.89,24.02,24.68,1271500,0.0,0.0,
146,2011-01-26 00:00:00+00:00,24.71,24.88,24.1,24.75,1079900,0.0,0.0,
147,2011-01-27 00:00:00+00:00,24.74,25.08,24.53,24.92,895700,0.0,0.0,
148,2011-01-28 00:00:00+00:00,24.88,24.88,23.75,24.01,1048400,0.0,0.0,
149,2011-01-31 00:00:00+00:00,24.05,24.12,23.5,24.1,830300,0.0,0.0,
150,2011-02-01 00:00:00+00:00,24.31,24.73,23.54,23.91,707800,0.0,0.0,
151,2011-02-02 00:00:00+00:00,24.16,24.18,23.67,23.94,569500,0.0,0.0,
152,2011-02-03 00:00:00+00:00,23.82,23.9,23.15,23.63,512000,0.0,0.0,
153,2011-02-04 00:00:00+00:00,23.44,23.67,23.22,23.46,544000,0.0,0.0,
154,2011-02-07 00:00:00+00:00,23.26,23.26,22.88,23.07,895100,0.0,0.0,
155,2011-02-08 00:00:00+00:00,23.78,25.25,23.0,24.49,3504900,0.0,0.0,
156,2011-02-09 00:00:00+00:00,24.13,24.18,22.79,23.21,2635600,0.0,0.0,
157,2011-02-10 00:00:00+00:00,23.26,23.64,22.81,23.22,836100,0.0,0.0,
158,2011-02-11 00:00:00+00:00,23.25,23.75,22.94,23.25,634500,0.0,0.0,
159,2011-02-14 00:00:00+00:00,23.64,24.14,23.05,23.08,1283100,0.0,0.0,
160,2011-02-15 00:00:00+00:00,23.01,23.17,22.56,22.84,953700,0.0,0.0,
161,2011-02-16 00:00:00+00:00,23.1,24.97,23.07,24.73,4115100,0.0,0.0,
162,2011-02-17 00:00:00+00:00,24.63,25.49,23.55,23.6,2618400,0.0,0.0,
163,2011-02-18 00:00:00+00:00,23.33,23.49,22.96,23.18,2370700,0.0,0.0,
164,2011-02-22 00:00:00+00:00,22.88,23.0,21.78,21.87,2064600,0.0,0.0,
165,2011-02-23 00:00:00+00:00,22.18,22.5,21.11,21.83,1605600,0.0,0.0,
166,2011-02-24 00:00:00+00:00,21.78,22.58,21.5,22.53,1055300,0.0,0.0,
167,2011-02-25 00:00:00+00:00,22.81,23.85,22.69,23.61,1346300,0.0,0.0,
168,2011-02-28 00:00:00+00:00,23.74,24.1,23.5,23.89,1051200,0.0,0.0,
169,2011-03-01 00:00:00+00:00,24.05,24.32,23.7,23.94,1106400,0.0,0.0,
170,2011-03-02 00:00:00+00:00,23.82,24.28,23.73,24.02,663300,0.0,0.0,
171,2011-03-03 00:00:00+00:00,24.48,24.79,24.06,24.36,640200,0.0,0.0,
172,2011-03-04 00:00:00+00:00,24.48,24.99,23.78,24.95,1580100,0.0,0.0,
173,2011-03-07 00:00:00+00:00,24.93,25.4,24.7,24.94,2033600,0.0,0.0,
174,2011-03-08 00:00:00+00:00,24.6,24.96,24.0,24.66,1399900,0.0,0.0,
175,2011-03-09 00:00:00+00:00,24.66,24.99,24.27,24.72,924800,0.0,0.0,
176,2011-03-10 00:00:00+00:00,24.44,24.49,23.73,24.01,1017000,0.0,0.0,
177,2011-03-11 00:00:00+00:00,23.85,24.25,23.53,24.07,930800,0.0,0.0,
178,2011-03-14 00:00:00+00:00,23.82,24.0,23.2,23.25,1166000,0.0,0.0,
179,2011-03-15 00:00:00+00:00,22.2,22.96,21.8,22.95,1318800,0.0,0.0,
180,2011-03-16 00:00:00+00:00,22.86,23.25,22.69,22.82,1169700,0.0,0.0,
181,2011-03-17 00:00:00+00:00,23.24,23.43,22.64,22.81,922600,0.0,0.0,
182,2011-03-18 00:00:00+00:00,23.19,23.19,22.51,22.96,687900,0.0,0.0,
183,2011-03-21 00:00:00+00:00,23.05,23.05,22.54,22.73,411700,0.0,0.0,
184,2011-03-22 00:00:00+00:00,22.73,22.86,22.0,22.19,582900,0.0,0.0,
185,2011-03-23 00:00:00+00:00,22.11,22.27,21.77,22.21,422800,0.0,0.0,
186,2011-03-24 00:00:00+00:00,22.14,22.38,21.98,22.33,462200,0.0,0.0,
187,2011-03-25 00:00:00+00:00,22.43,23.0,22.4,22.75,568000,0.0,0.0,
188,2011-03-28 00:00:00+00:00,22.7,23.54,22.55,23.25,1058100,0.0,0.0,
189,2011-03-29 00:00:00+00:00,23.3,24.0,23.21,23.92,755400,0.0,0.0,
190,2011-03-30 00:00:00+00:00,24.11,24.49,23.01,23.71,1223300,0.0,0.0,
191,2011-03-31 00:00:00+00:00,26.55,28.71,26.5,27.75,11517800,0.0,0.0,
192,2011-04-01 00:00:00+00:00,27.45,28.18,26.57,26.66,2864800,0.0,0.0,
193,2011-04-04 00:00:00+00:00,26.83,27.0,25.23,25.83,2609300,0.0,0.0,
194,2011-04-05 00:00:00+00:00,25.9,27.0,25.69,26.7,3180900,0.0,0.0,
195,2011-04-06 00:00:00+00:00,26.99,27.01,25.8,26.49,1288300,0.0,0.0,
196,2011-04-07 00:00:00+00:00,26.85,27.94,26.45,27.24,2810300,0.0,0.0,
197,2011-04-08 00:00:00+00:00,27.58,27.6,26.36,26.49,1946400,0.0,0.0,
198,2011-04-11 00:00:00+00:00,26.47,26.53,25.02,25.27,1369400,0.0,0.0,
199,2011-04-12 00:00:00+00:00,25.08,25.21,24.3,24.65,1357400,0.0,0.0,
200,2011-04-13 00:00:00+00:00,25.13,25.69,24.81,24.93,1211500,0.0,0.0,
201,2011-04-14 00:00:00+00:00,24.87,25.28,24.2,25.14,983400,0.0,0.0,
202,2011-04-15 00:00:00+00:00,25.65,26.18,25.41,25.58,943500,0.0,0.0,
203,2011-04-18 00:00:00+00:00,25.13,25.62,24.36,25.03,1033900,0.0,0.0,
204,2011-04-19 00:00:00+00:00,25.26,25.26,24.65,25.16,548700,0.0,0.0,
205,2011-04-20 00:00:00+00:00,25.7,26.09,25.3,25.75,837200,0.0,0.0,
206,2011-04-21 00:00:00+00:00,25.85,26.98,25.59,26.74,1386100,0.0,0.0,
207,2011-04-25 00:00:00+00:00,26.7,26.73,25.97,26.39,800900,0.0,0.0,
208,2011-04-26 00:00:00+00:00,26.66,27.25,26.31,26.93,1400000,0.0,0.0,
209,2011-04-27 00:00:00+00:00,26.93,27.36,26.63,27.08,996900,0.0,0.0,
210,2011-04-28 00:00:00+00:00,27.07,27.69,26.72,27.66,1600000,0.0,0.0,
211,2011-04-29 00:00:00+00:00,27.69,27.87,27.42,27.6,726000,0.0,0.0,
212,2011-05-02 00:00:00+00:00,27.6,27.8,27.06,27.45,784600,0.0,0.0,
213,2011-05-03 00:00:00+00:00,27.38,27.39,26.5,26.87,913900,0.0,0.0,
214,2011-05-04 00:00:00+00:00,26.78,27.0,25.75,26.69,1044500,0.0,0.0,
215,2011-05-05 00:00:00+00:00,27.2,27.44,26.17,26.44,1218500,0.0,0.0,
216,2011-05-06 00:00:00+00:00,26.9,27.7,26.62,27.12,981700,0.0,0.0,
217,2011-05-09 00:00:00+00:00,27.0,28.0,26.85,27.91,916400,0.0,0.0,
218,2011-05-10 00:00:00+00:00,28.24,28.95,27.91,28.33,1535300,0.0,0.0,
219,2011-05-11 00:00:00+00:00,28.2,28.3,26.92,27.07,962500,0.0,0.0,
220,2011-05-12 00:00:00+00:00,27.07,27.74,26.65,27.67,628000,0.0,0.0,
221,2011-05-13 00:00:00+00:00,28.0,28.19,27.3,27.55,661500,0.0,0.0,
222,2011-05-16 00:00:00+00:00,27.99,27.99,26.55,26.6,755700,0.0,0.0,
223,2011-05-17 00:00:00+00:00,27.0,27.0,25.72,25.96,1234200,0.0,0.0,
224,2011-05-18 00:00:00+00:00,26.1,26.47,25.52,26.35,729500,0.0,0.0,
225,2011-05-19 00:00:00+00:00,27.03,28.44,26.6,28.2,2655100,0.0,0.0,
226,2011-05-20 00:00:00+00:00,28.26,28.28,27.35,27.97,842500,0.0,0.0,
227,2011-05-23 00:00:00+00:00,27.62,27.62,26.62,26.82,863600,0.0,0.0,
228,2011-05-24 00:00:00+00:00,27.02,27.5,26.6,26.72,613700,0.0,0.0,
229,2011-05-25 00:00:00+00:00,26.9,29.01,26.17,28.98,4693100,0.0,0.0,
230,2011-05-26 00:00:00+00:00,28.82,29.76,28.1,29.48,3336900,0.0,0.0,
231,2011-05-27 00:00:00+00:00,29.54,29.67,28.82,29.55,1687100,0.0,0.0,
232,2011-05-31 00:00:00+00:00,29.69,30.28,29.55,30.14,3290500,0.0,0.0,
233,2011-06-01 00:00:00+00:00,30.0,30.1,28.38,28.52,1529900,0.0,0.0,
234,2011-06-02 00:00:00+00:00,28.52,29.32,28.51,28.76,986300,0.0,0.0,
235,2011-06-03 00:00:00+00:00,29.95,31.5,29.5,30.13,6209200,0.0,0.0,
236,2011-06-06 00:00:00+00:00,30.1,30.13,28.26,28.7,2331100,0.0,0.0,
237,2011-06-07 00:00:00+00:00,28.94,29.39,28.26,28.37,1222100,0.0,0.0,
238,2011-06-08 00:00:00+00:00,28.44,28.6,27.02,27.12,1695900,0.0,0.0,
239,2011-06-09 00:00:00+00:00,27.43,28.1,27.1,27.62,1603200,0.0,0.0,
240,2011-06-10 00:00:00+00:00,27.52,28.3,27.35,27.86,1566600,0.0,0.0,
241,2011-06-13 00:00:00+00:00,28.07,28.88,27.88,28.43,1713400,0.0,0.0,
242,2011-06-14 00:00:00+00:00,28.54,29.7,28.52,28.6,1573400,0.0,0.0,
243,2011-06-15 00:00:00+00:00,28.44,28.45,27.07,27.32,1345000,0.0,0.0,
244,2011-06-16 00:00:00+00:00,27.67,28.0,25.74,26.5,1842200,0.0,0.0,
245,2011-06-17 00:00:00+00:00,26.87,27.7,26.14,26.5,1714000,0.0,0.0,
246,2011-06-20 00:00:00+00:00,26.29,26.46,25.5,26.01,1537800,0.0,0.0,
247,2011-06-21 00:00:00+00:00,26.24,27.73,26.0,27.53,1496000,0.0,0.0,
248,2011-06-22 00:00:00+00:00,27.37,28.25,27.1,27.21,1475600,0.0,0.0,
249,2011-06-23 00:00:00+00:00,27.2,27.72,26.21,27.71,1170000,0.0,0.0,
250,2011-06-24 00:00:00+00:00,27.64,27.97,27.26,27.57,3608500,0.0,0.0,
251,2011-06-27 00:00:00+00:00,27.73,28.28,27.31,27.46,1809400,0.0,0.0,
252,2011-06-28 00:00:00+00:00,27.79,28.25,27.67,28.11,889200,0.0,0.0,
253,2011-06-29 00:00:00+00:00,28.5,29.09,28.07,28.29,1461800,0.0,0.0,
254,2011-06-30 00:00:00+00:00,28.5,29.33,28.4,29.13,946700,0.0,0.0,
255,2011-07-01 00:00:00+00:00,29.07,29.6,28.8,29.02,854900,0.0,0.0,
256,2011-07-05 00:00:00+00:00,29.02,29.52,28.71,29.14,996000,0.0,0.0,
257,2011-07-06 00:00:00+00:00,29.14,29.14,28.55,28.96,926900,0.0,0.0,
258,2011-07-07 00:00:00+00:00,29.14,30.0,29.01,29.73,1327900,0.0,0.0,
259,2011-07-08 00:00:00+00:00,29.89,29.89,28.59,28.81,1240600,0.0,0.0,
260,2011-07-11 00:00:00+00:00,28.4,28.53,28.0,28.35,975800,0.0,0.0,
261,2011-07-12 00:00:00+00:00,28.37,29.09,28.0,28.17,1045400,0.0,0.0,
262,2011-07-13 00:00:00+00:00,28.43,29.03,27.9,28.64,1066000,0.0,0.0,
263,2011-07-14 00:00:00+00:00,28.53,28.96,27.25,27.61,1159000,0.0,0.0,
264,2011-07-15 00:00:00+00:00,27.79,27.83,27.4,27.58,709000,0.0,0.0,
265,2011-07-18 00:00:00+00:00,27.34,27.45,26.63,27.23,851900,0.0,0.0,
266,2011-07-19 00:00:00+00:00,27.58,28.11,27.54,27.89,1026100,0.0,0.0,
267,2011-07-20 00:00:00+00:00,28.0,30.44,27.8,28.69,3048300,0.0,0.0,
268,2011-07-21 00:00:00+00:00,28.91,29.16,28.1,28.7,1011500,0.0,0.0,
269,2011-07-22 00:00:00+00:00,28.7,29.54,28.55,29.29,583500,0.0,0.0,
270,2011-07-25 00:00:00+00:00,29.01,29.25,28.44,28.49,673300,0.0,0.0,
271,2011-07-26 00:00:00+00:00,28.31,28.77,27.97,28.0,760600,0.0,0.0,
272,2011-07-27 00:00:00+00:00,28.5,28.5,27.51,27.64,958500,0.0,0.0,
273,2011-07-28 00:00:00+00:00,27.6,28.55,27.54,28.17,938700,0.0,0.0,
274,2011-07-29 00:00:00+00:00,27.8,28.4,27.5,28.17,948200,0.0,0.0,
275,2011-08-01 00:00:00+00:00,28.67,28.98,28.21,28.77,1164900,0.0,0.0,
276,2011-08-02 00:00:00+00:00,28.69,29.2,27.27,27.34,1549400,0.0,0.0,
277,2011-08-03 00:00:00+00:00,27.5,27.83,26.34,27.2,1794500,0.0,0.0,
278,2011-08-04 00:00:00+00:00,26.51,26.89,24.67,24.75,3064500,0.0,0.0,
279,2011-08-05 00:00:00+00:00,24.99,25.38,22.83,24.24,1964400,0.0,0.0,
280,2011-08-08 00:00:00+00:00,23.1,24.44,23.1,23.64,2608500,0.0,0.0,
281,2011-08-09 00:00:00+00:00,24.15,25.45,23.7,25.06,1333400,0.0,0.0,
282,2011-08-10 00:00:00+00:00,25.44,25.44,23.63,23.82,1564200,0.0,0.0,
283,2011-08-11 00:00:00+00:00,24.04,25.75,24.0,25.3,836500,0.0,0.0,
284,2011-08-12 00:00:00+00:00,25.6,27.14,25.36,26.31,1009100,0.0,0.0,
285,2011-08-15 00:00:00+00:00,26.62,26.75,25.93,26.23,738600,0.0,0.0,
286,2011-08-16 00:00:00+00:00,26.13,26.54,25.83,26.1,537700,0.0,0.0,
287,2011-08-17 00:00:00+00:00,26.39,26.65,25.51,25.83,643700,0.0,0.0,
288,2011-08-18 00:00:00+00:00,25.0,25.15,23.47,24.26,1056600,0.0,0.0,
289,2011-08-19 00:00:00+00:00,23.86,24.22,22.0,22.3,1375300,0.0,0.0,
290,2011-08-22 00:00:00+00:00,23.11,23.8,21.68,21.95,986100,0.0,0.0,
291,2011-08-23 00:00:00+00:00,21.93,23.11,21.5,22.96,869000,0.0,0.0,
292,2011-08-24 00:00:00+00:00,23.1,23.93,22.83,23.87,684300,0.0,0.0,
